着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,5,10,キタノヴィジョン,牡5,54,三浦皇成,1:51.9,,17.2,7,496(-4),[東] 萱野浩二
2,2,4,ニューモニュメント,牡6,56,小崎綾也,1:51.9,クビ,3.7,2,496(+10),[西] 小崎憲
3,2,3,ディアセオリー,牡5,55,大野拓弥,1:52.3,2.1/2,9.8,4,496(0),[東] 高木登
4,5,9,デルマルーヴル,牡6,54,松岡正海,1:52.3,クビ,39.4,11,504(+4),[東] 戸田博文
5,7,13,ダノンファスト,牡5,56,菊沢一樹,1:52.4,クビ,18.5,8,472(+4),[東] 菊沢隆徳
6,8,16,サンダーブリッツ,牡5,56,菅原明良,1:52.5,3/4,10.1,5,514(+8),[東] 久保田貴
7,6,12,ホウオウルバン,牡4,54,内田博幸,1:52.7,1.1/4,7.9,3,522(+6),[東] 池上昌和
8,3,6,トランスナショナル,セ6,54,丹内祐次,1:52.7,アタマ,60.7,12,484(+8),[東] 田村康仁
9,1,1,ヴェルテックス,牡5,57,横山武史,1:52.9,1.1/2,39.3,10,526(+8),[西] 吉岡辰弥
10,1,2,レッドヴェイロン,牡7,55,田辺裕信,1:52.9,アタマ,69.0,13,508(-4),[東] 鹿戸雄一
11,7,14,ペルセウスシチー,牡5,54,ドイル,1:53.0,1/2,26.0,9,488(-2),[東] 池上昌和
12,3,5,ホウオウトゥルース,セ6,54,石川裕紀,1:53.7,4,93.2,15,478(+6),[東] 高木登
13,8,15,アラジンバローズ,セ5,55,津村明秀,1:54.2,3,3.0,1,484(+6),[西] 中内田充
14,4,7,オセアダイナスティ,牡4,55,丸山元気,1:54.7,3,13.6,6,516(0),[東] 加藤征弘
15,4,8,レッドジェニアル,セ6,56,石橋脩,1:54.8,1,83.9,14,488(+6),[西] 高橋義忠
16,6,11,アッシェンプッテル,牝6,53,永野猛蔵,1:55.4,3.1/2,151.1,16,508(-2),[西] 奥村豊
