0,1,2,3
単勝,1,370,2
複勝,1 14 17,190 650 320,2 10 4
枠連,1 - 7,910,4
馬連,1 - 14,6940,22
ワイド,1 - 14 1 - 17 14 - 17,"1,790 1,000 3,850",19 10 43
馬単,1 → 14,11470,40
三連複,1 - 14 - 17,24310,73
三連単,1 → 14 → 17,120350,336
