0,1,2,3
単勝,11,640,3
複勝,11 2 1,170 170 150,2 3 1
枠連,1 - 6,470,1
馬連,2 - 11,1580,6
ワイド,2 - 11 1 - 11 1 - 2,580 400 320,5 2 1
馬単,11 → 2,3710,15
三連複,1 - 2 - 11,1600,1
三連単,11 → 2 → 1,11290,15
