0,1,2,3
単勝,1,290,1
複勝,1 15 13,"160 260 5,060",1 4 15
枠連,1 - 8,760,2
馬連,1 - 15,1140,2
ワイド,1 - 15 1 - 13 13 - 15,"690 11,780 24,270",4 71 87
馬単,1 → 15,2120,4
三連複,1 - 13 - 15,105990,201
三連単,1 → 15 → 13,265990,744
