着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,3,4,セプタリアン,セ4,57,北村友一,1:22.6,,3.9,2,494(-2),[西] 池添学
2,6,11,ハッシュゴーゴー,牝4,55,和田竜二,1:22.8,1.1/2,6.1,3,456(+4),[西] 荒川義之
3,4,6,ルガーサント,牝3,52,松若風馬,1:22.9,クビ,3.4,1,430(+2),[西] 西村真幸
4,7,12,エイシンスレイマン,牡6,57,松山弘平,1:22.9,クビ,17.9,7,476(-6),[西] 西園正都
5,5,8,マジックバローズ,牡5,57,福永祐一,1:23.1,1.1/4,10.8,6,460(0),[西] 清水久詞
6,8,14,ナリス,牝4,55,中井裕二,1:23.2,1/2,8.9,5,476(-2),[西] 今野貞一
7,1,1,プリュス,牝5,55,浜中俊,1:23.3,1/2,21.2,8,440(-2),[西] 松永幹夫
8,7,13,エグレムニ,牡3,54,幸英明,1:23.3,クビ,7.7,4,470(-4),[西] 加用正
9,4,7,クールリフレイン,牡5,57,秋山真一,1:23.5,1.1/4,101.2,13,530(+4),[西] 石橋守
10,5,9,コパノピエール,牡6,57,川須栄彦,1:23.7,1,48.5,11,498(-4),[西] 宮徹
11,2,3,パッションチカ,牝6,55,小牧太,1:23.7,アタマ,227.6,15,442(-2),[西] 田所秀孝
12,3,5,プレイヤーズハイ,牡4,57,太宰啓介,1:23.9,1.1/2,45.2,10,448(+8),[西] 高橋亮
13,8,15,ジューンシルフィア,牝4,55,国分優作,1:24.0,クビ,160.2,14,446(+4),[西] 松下武士
14,6,10,マッスルマサムネ,セ5,57,斎藤新,1:24.3,1.3/4,75.5,12,488(-2),[西] 池添学
15,2,2,ビッグデータ,牡5,57,岩田望来,1:24.7,2.1/2,30.5,9,438(+4),[西] 昆貢
