着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,1,2,テーオーケインズ,牡3,55,松山弘平,1:52.3,,2.0,1,488(0),[西] 高柳大輔
2,2,3,タイガーインディ,牡3,54,柴山雄一,1:52.6,2,44.9,9,450(-4),[西] 大橋勇樹
3,1,1,マリオ,牡5,54,団野大成,1:52.7,クビ,59.8,11,502(+2),[西] 安達昭夫
4,4,7,ヴァイトブリック,牡4,55,岩田康誠,1:53.0,1.3/4,34.8,7,496(-6),[東] 和田正一
5,4,8,スマートフルーレ,牝4,54,武豊,1:53.1,3/4,4.4,2,522(0),[西] 南井克巳
6,7,13,マッスルビーチ,牡4,55,福永祐一,1:53.2,1/2,11.9,4,470(0),[西] 鈴木孝志
7,6,12,エスト,牝4,52,古川吉洋,1:53.2,クビ,171.5,14,488(+12),[西] 安田隆行
8,5,9,エイシンアメンラー,牡3,54,藤岡康太,1:53.4,1,15.2,5,498(+6),[西] 野中賢二
9,8,15,アイアムレジェンド,牡4,55,和田竜二,1:53.4,クビ,19.3,6,494(0),[西] 橋田満
10,3,5,パキュートハート,牡5,54,太宰啓介,1:53.4,ハナ,94.6,12,528(0),[西] 石橋守
11,7,14,ワンダーウマス,牡6,54,鮫島良太,1:54.3,5,94.9,13,488(-8),[西] 高柳大輔
12,8,16,アルコレーヌ,牝3,52,川田将雅,1:54.5,1,5.3,3,464(+8),[西] 奥村豊
13,5,10,イッツリット,牡4,54,坂井瑠星,1:54.7,1.1/4,175.7,15,488(-14),[東] 和田正一
14,2,4,アスターマリンバ,牡3,53,国分恭介,1:54.7,クビ,56.6,10,526(+6),[西] 中竹和也
15,6,11,メイショウソテツ,牡4,55,幸英明,1:56.2,9,40.3,8,516(0),[西] 岡田稲男
16,3,6,ミラビリア,牝5,51,原優介,1:56.5,1.1/2,192.5,16,462(+6),[東] 伊坂重信
