着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,1,1,ヤマニンパピオネ,牝5,55,柴山雄一,1:07.9,,4.6,2,498(0),[西] 松永幹夫
2,1,2,インディーズゲーム,牡5,57,丸田恭介,1:08.1,1,8.2,4,466(-6),[東] 宗像義忠
3,7,13,ケイアイクライム,牡6,55,大野拓弥,1:08.5,2.1/2,10.7,6,520(-2),[東] 鈴木康弘
4,6,11,ジャパンプライド,牡5,57,津村明秀,1:08.6,1/2,6.0,3,466(+6),[東] 手塚貴久
5,6,12,ローゼズガーランド,牝4,51,西村太一,1:08.6,ハナ,130.7,15,488(0),[東] 矢野英一
6,8,16,マスターエクレール,牝4,52,木幡初広,1:08.7,1/2,40.0,11,504(-4),[東] 牧光二
7,3,5,フォースフル,牡4,54,嶋田純次,1:08.9,1.1/4,40.1,12,490(0),[東] 畠山吉宏
8,3,6,スランジバール,牡4,57,内田博幸,1:08.9,クビ,3.4,1,466(-6),[西] 佐々木晶
9,2,4,ラベンダーカラー,牝5,52,勝浦正樹,1:09.0,クビ,34.3,10,434(0),[西] 羽月友彦
10,4,7,ドナリサ,牝5,51,荻野琢真,1:09.2,1.1/4,83.4,13,470(-2),[東] 高木登
11,7,14,ワンダーキラメキ,牡7,55,Ｃ．デム,1:09.3,1/2,21.5,8,488(0),[西] 領家政蔵
12,5,9,フリスコベイ,牝4,53,福永祐一,1:09.5,1,31.8,9,490(0),[東] 和田正道
13,5,10,カシノエルフ,牡4,52,西田雄一,1:09.8,1.3/4,266.4,16,492(+20),[西] 日吉正和
14,4,8,エーシンシャラク,牡5,55,川須栄彦,1:09.9,1/2,9.3,5,504(-4),[西] 小崎憲
15,8,15,キャプテンサクラ,牝4,52,中舘英二,1:10.5,3.1/2,15.7,7,472(-10),[西] 藤沢則雄
16,2,3,オクルス,牝6,52,中井裕二,1:10.5,クビ,119.2,14,446(-6),[東] 松永康利
