0,1,2,3
単勝,6,960,4
複勝,6 3 5,230 810 110,4 9 1
枠連,3 - 6,7360,17
馬連,3 - 6,18870,31
ワイド,3 - 6 5 - 6 3 - 5,"3,350 360 1,540",29 3 16
馬単,6 → 3,39350,61
三連複,3 - 5 - 6,10600,32
三連単,6 → 3 → 5,144030,250
