0,1,2,3
単勝,15,230,1
複勝,15 4 6,120 140 150,1 2 3
枠連,2 - 8,620,1
馬連,4 - 15,610,1
ワイド,4 - 15 6 - 15 4 - 6,230 280 450,1 2 4
馬単,15 → 4,920,1
三連複,4 - 6 - 15,1010,1
三連単,15 → 4 → 6,3100,1
