0,1,2,3
単勝,3,250,1
複勝,3 13 10,150 810 570,1 9 7
枠連,2 - 7,4430,14
馬連,3 - 13,5240,14
ワイド,3 - 13 3 - 10 10 - 13,"1,350 870 7,260",13 8 61
馬単,3 → 13,7800,25
三連複,3 - 10 - 13,25680,65
三連単,3 → 13 → 10,93080,246
