0,1,2,3
単勝,6,290,1
複勝,6 13 2,140 200 470,1 4 6
枠連,4 - 8,700,3
馬連,6 - 13,1200,5
ワイド,6 - 13 2 - 6 2 - 13,"470 1,280 1,940",5 14 19
馬単,6 → 13,1990,6
三連複,2 - 6 - 13,7080,22
三連単,6 → 13 → 2,23740,65
