0,1,2,3
単勝,13,150,1
複勝,13 9 7,110 310 240,1 5 4
枠連,6 - 8,380,1
馬連,9 - 13,1480,5
ワイド,9 - 13 7 - 13 7 - 9,"620 440 1,900",5 3 22
馬単,13 → 9,1790,6
三連複,7 - 9 - 13,4160,13
三連単,13 → 9 → 7,12720,37
