0,1,2,3
単勝,8,210,1
複勝,8 6 5,110 250 120,1 6 2
枠連,5 - 6,290,1
馬連,6 - 8,1830,5
ワイド,6 - 8 5 - 8 5 - 6,560 160 590,5 1 7
馬単,8 → 6,2500,7
三連複,5 - 6 - 8,1290,2
三連単,8 → 6 → 5,7110,15
