0,1,2,3
単勝,3,170,1
複勝,3 11 6,110 320 260,1 7 3
枠連,3 - 8,1280,4
馬連,3 - 11,1640,6
ワイド,3 - 11 3 - 6 6 - 11,"710 470 2,240",7 3 27
馬単,3 → 11,2070,7
三連複,3 - 6 - 11,4450,14
三連単,3 → 11 → 6,15010,44
