0,1,2,3
単勝,10,750,3
複勝,10 4 11,270 330 910,3 4 11
枠連,2 - 5,1370,7
馬連,4 - 10,2650,8
ワイド,4 - 10 10 - 11 4 - 11,"1,160 5,260 5,360",12 50 52
馬単,10 → 4,5190,17
三連複,4 - 10 - 11,48480,133
三連単,10 → 4 → 11,210760,593
