0,1,2,3
単勝,11,680,4
複勝,11 4 1,"230 240 1,340",2 3 13
枠連,2 - 6,1420,6
馬連,4 - 11,3020,11
ワイド,4 - 11 1 - 11 1 - 4,"1,060 7,000 4,930",11 61 47
馬単,11 → 4,5890,23
三連複,1 - 4 - 11,57300,149
三連単,11 → 4 → 1,282880,726
