0,1,2,3
単勝,2,950,4
複勝,2 9 5,200 130 130,5 2 3
枠連,2 - 8,1190,5
馬連,2 - 9,1620,5
ワイド,2 - 9 2 - 5 5 - 9,510 450 260,7 5 3
馬単,2 → 9,3240,15
三連複,2 - 5 - 9,1600,6
三連単,2 → 9 → 5,12190,43
