0,1,2,3
単勝,10,510,3
複勝,10 5 6,180 220 410,3 4 6
枠連,4 - 6,1280,6
馬連,5 - 10,1910,6
ワイド,5 - 10 6 - 10 5 - 6,"600 1,600 1,920",6 15 19
馬単,10 → 5,3140,10
三連複,5 - 6 - 10,10960,35
三連単,10 → 5 → 6,44930,130
