0,1,2,3
単勝,6,5950,10
複勝,6 8 11,"1,780 240 340",12 4 6
枠連,5 - 6,3400,12
馬連,6 - 8,23340,51
ワイド,6 - 8 6 - 11 8 - 11,"6,470 8,540 1,110",51 59 15
馬単,6 → 8,42490,94
三連複,6 - 8 - 11,66560,142
三連単,6 → 8 → 11,468680,876
