0,1,2,3
単勝,6,580,2
複勝,6 3 11,230 510 660,2 9 11
枠連,2 - 3,2400,14
馬連,3 - 6,4760,18
ワイド,3 - 6 6 - 11 3 - 11,"1,670 2,350 3,560",17 32 46
馬単,6 → 3,8690,38
三連複,3 - 6 - 11,27590,105
三連単,6 → 3 → 11,138950,519
