0,1,2,3
単勝,6,210,1
複勝,6 7 2,120 220 290,1 5 7
枠連,6 - 7,880,4
馬連,6 - 7,800,3
ワイド,6 - 7 2 - 6 2 - 7,360 610 990,3 9 18
馬単,6 → 7,1130,3
三連複,2 - 6 - 7,3490,14
三連単,6 → 7 → 2,10560,36
