0,1,2,3
単勝,6,940,5
複勝,6 14 16,310 200 420,6 2 7
枠連,3 - 7,830,5
馬連,6 - 14,2580,10
ワイド,6 - 14 6 - 16 14 - 16,"940 2,240 1,310",8 30 14
馬単,6 → 14,5300,20
三連複,6 - 14 - 16,11110,40
三連単,6 → 14 → 16,54620,185
