着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,6,6,エディン,牝4,52,藤田伸二,2:01.2,,5.0,4,458(-10),[西] 白井寿昭
2,3,3,エーティータラント,牡3,52,中井裕二,2:01.4,1.1/4,3.6,1,486(-6),[西] 木原一良
3,8,10,ロードランパート,牡5,55,小牧太,2:01.6,1.1/2,8.7,5,470(0),[西] 池江泰寿
4,7,8,メイショウブシン,牡3,52,幸英明,2:01.7,1/2,16.5,7,446(+4),[西] 沖芳夫
5,2,2,コアレスドラード,牡5,56,池添謙一,2:01.7,クビ,4.1,2,452(-2),[西] 五十嵐忠
6,4,4,ハギノサキガチ,牡3,52,高倉稜,2:01.9,1.1/4,13.3,6,446(+4),[西] 中竹和也
7,7,7,タガノラルフ,牡3,52,川田将雅,2:01.9,クビ,4.7,3,474(+6),[西] 松田博資
8,8,9,メイショウシレトコ,牡5,53,国分優作,2:02.8,5,35.6,8,458(-10),[西] 梅内忍
9,5,5,スーパーオービット,牡7,54,藤岡康太,2:02.8,クビ,69.0,10,456(0),[西] 中竹和也
10,1,1,キンショータイム,牡3,52,和田竜二,2:03.1,1.3/4,37.4,9,480(+2),[西] 中村均
