着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,3,6,アンリヴィールド,牝4,55,四位洋文,1:22.7,,7.4,3,480(+4),[西] 昆貢
2,3,5,シゲルモトナリ,牡6,57,菱田裕二,1:23.0,2,66.9,11,510(-12),[西] 藤岡範士
3,7,14,カチューシャ,牝4,55,内田博幸,1:23.1,クビ,3.1,2,464(-8),[西] 角田晃一
4,4,7,エーシンルミナス,牝4,55,北村友一,1:23.3,1.1/2,12.4,5,462(-2),[西] 田所秀孝
5,1,1,アートオブビーン,牝6,55,水口優也,1:23.6,2,260.1,15,466(0),[西] 小原伊佐
6,6,11,ポップアイコン,牝4,55,浜中俊,1:23.7,1/2,2.7,1,474(+2),[西] 吉村圭司
7,2,4,テルミーホワイ,牡6,57,国分恭介,1:23.7,アタマ,85.1,12,498(+8),[西] 梅田康雄
8,7,13,ジャマイカジョー,牡5,57,国分優作,1:23.9,1.1/4,14.3,6,462(-4),[西] 梅田康雄
9,1,2,クールヴェント,牡5,57,中井裕二,1:24.1,3/4,61.9,9,524(+12),[東] 久保田貴
10,2,3,スイングエンジン,牡7,57,岩田康誠,1:24.2,1/2,15.1,7,472(-2),[西] 森秀行
11,6,12,ウォーターサムデイ,牡7,57,幸英明,1:24.4,1,122.0,14,460(-16),[西] 岡田稲男
12,5,10,セトブリッジ,牡4,57,藤田伸二,1:24.4,ハナ,63.9,10,502(-12),[西] 森秀行
13,5,9,スプリングオスロ,牡6,57,原田敬伍,1:24.6,1.1/2,55.3,8,496(-10),[西] 野村彰彦
14,4,8,タイキソレイユ,牝4,55,川田将雅,1:24.9,1.3/4,9.1,4,460(+10),[西] 作田誠二
15,8,15,オーミレイライン,牡7,57,畑端省吾,1:25.0,1/2,113.4,13,534(+6),[西] 田島良保
16,8,16,ブリリアントシチー,牡6,57,熊沢重文,1:25.3,2,371.5,16,536(+12),[西] 作田誠二
