0,1,2,3
単勝,6,410,3
複勝,6 11 5,150 170 280,1 3 6
枠連,5 - 8,510,1
馬連,6 - 11,860,1
ワイド,6 - 11 5 - 6 5 - 11,"390 850 1,220",3 12 21
馬単,6 → 11,1770,3
三連複,5 - 6 - 11,3350,10
三連単,6 → 11 → 5,13620,36
