0,1,2,3
単勝,5,490,2
複勝,5 16 11,150 130 170,2 1 3
枠連,3 - 8,710,2
馬連,5 - 16,820,1
ワイド,5 - 16 5 - 11 11 - 16,380 500 410,1 3 2
馬単,5 → 16,2020,3
三連複,5 - 11 - 16,1490,1
三連単,5 → 16 → 11,7670,3
