0,1,2,3
単勝,11,930,4
複勝,11 2 12,330 170 350,4 1 6
枠連,1 - 6,1580,7
馬連,2 - 11,2020,4
ワイド,2 - 11 11 - 12 2 - 12,"860 2,820 1,050",4 38 8
馬単,11 → 2,4920,13
三連複,2 - 11 - 12,15100,51
三連単,11 → 2 → 12,74070,245
