0,1,2,3
単勝,12,2920,12
複勝,12 1 10,810 160 170,12 1 2
枠連,1 - 8,1960,10
馬連,1 - 12,6290,25
ワイド,1 - 12 10 - 12 1 - 10,"2,090 2,400 390",27 33 1
馬単,12 → 1,18200,69
三連複,1 - 10 - 12,10000,30
三連単,12 → 1 → 10,101620,359
