着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,4,6,ウインガニオン,牡5,56,坂井瑠星,1:34.4,,32.5,12,490(-2),[西] 西園正都
2,3,4,ダノンリバティ,牡5,57,松若風馬,1:34.4,クビ,4.9,3,530(+4),[西] 音無秀孝
3,7,11,アルバタックス,牡7,56,丸山元気,1:34.5,クビ,14.5,5,508(+8),[西] 石坂正
4,6,10,プロフェット,牡4,57,秋山真一,1:34.6,1/2,4.7,2,462(+2),[西] 池江泰寿
5,6,9,ミュゼエイリアン,セ5,56,木幡初也,1:34.7,1/2,16.7,6,474(-6),[東] 黒岩陽一
6,4,5,メドウラーク,牡6,56,中谷雄太,1:34.7,ハナ,29.7,11,502(-6),[西] 橋田満
7,8,13,ヒーズインラブ,牡4,56,藤岡康太,1:34.9,1.1/4,3.9,1,520(+2),[西] 藤岡健一
8,5,8,ピークトラム,牡6,58,石川裕紀,1:35.0,3/4,22.7,9,498(-4),[西] 橋口慎介
9,5,7,マイネルラフレシア,牡4,56,丹内祐次,1:35.2,1.1/4+ハナ,21.0,8,454(-4),[東] 高橋裕
10(降),3,3,タガノブルグ,牡6,56,丸田恭介,1:35.2,,47.8,13,456(-2),[西] 鮫島一歩
11,8,14,シベリアンスパーブ,牡8,56,嶋田純次,1:35.2,クビ,92.3,14,516(+4),[東] 手塚貴久
12,2,2,レプランシュ,牡4,56,北村友一,1:35.3,クビ,25.4,10,460(0),[西] 高野友和
13,1,1,ロイカバード,牡4,56,古川吉洋,1:35.6,1.3/4,5.5,4,456(-6),[西] 松永幹夫
14,7,12,ライズトゥフェイム,牡7,56,荻野極,1:35.8,1.1/4,20.9,7,484(+4),[東] 加藤征弘
