着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,1,1,アポロノシンザン,牡5,55,津村明秀,1:19.8,,6.0,4,478(-4),[東] 鈴木伸尋
2,8,17,ビップライブリー,牡4,57,大野拓弥,1:20.0,1.1/4,3.6,1,458(0),[西] 清水久詞
3,8,18,ディアマイダーリン,牝5,53,田中勝春,1:20.1,1/2,61.1,11,490(0),[東] 菊沢隆徳
4,1,2,ラプソディーア,牝3,51,吉田豊,1:20.1,クビ,4.8,2,424(+2),[西] 友道康夫
5,3,6,ルグランパントル,セ5,54,柴田善臣,1:20.1,アタマ,42.2,10,474(-6),[東] 栗田博憲
6,2,3,メイショウメイゲツ,牝5,51,江田照男,1:20.3,1.1/4,25.4,8,454(-4),[東] 小島太
7,7,14,ネオスターダム,牡5,56,内田博幸,1:20.3,アタマ,8.6,5,480(+4),[西] 石坂正
8,5,9,ピンストライプ,牡5,56,Ｍ．デム,1:20.3,ハナ,4.8,3,522(-14),[西] 中内田充
9,4,8,ナイトフォックス,牡5,54,丸田恭介,1:20.4,3/4,70.8,12,470(0),[東] 大竹正博
10,5,10,テンテマリ,牝6,52,丸山元気,1:20.5,クビ,28.6,9,436(-6),[東] 柄崎孝
11,2,4,エリーティアラ,牝5,52,北村宏司,1:20.8,2,82.4,13,462(0),[東] 武市康男
12,4,7,クリノタカラチャン,牝7,50,野中悠太,1:20.9,1/2,219.8,18,410(-6),[東] 天間昭一
13,3,5,スズカシャーマン,牝6,50,伊藤工真,1:20.9,ハナ,149.1,14,456(-2),[西] 藤沢則雄
14,6,11,スズカアーサー,牡8,53,武士沢友,1:20.9,ハナ,165.3,17,496(-2),[東] 柄崎孝
15,6,12,オヒア,牝5,52,小崎綾也,1:21.0,クビ,157.1,15,460(-6),[西] 村山明
16,7,15,マリオーロ,牡5,55,吉田隼人,1:21.0,ハナ,19.3,7,502(+4),[東] 斎藤誠
17,7,13,フレンドスイート,牝6,51,柴田大知,1:21.4,2.1/2,163.8,16,464(-2),[東] 南田美知
18,8,16,ディープジュエリー,牝5,54,石橋脩,1:21.8,2.1/2,15.4,6,502(+2),[東] 国枝栄
