着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,2,3,アカノニジュウイチ,牝4,55,横山典弘,1:08.3,,4.8,2,448(+2),[東] 尾関知人
2,6,11,グレイトゲイナー,牡4,57,丸山元気,1:08.3,クビ,6.2,3,464(-2),[西] 森秀行
3,4,7,ヴェントヴォーチェ,牡4,57,石橋脩,1:08.5,1.1/4,6.3,5,528(+22),[西] 牧浦充徳
4,8,15,タイセイブランシュ,牝5,55,江田照男,1:08.6,クビ,73.5,14,462(+2),[東] 新開幸一
5,2,4,グッドジュエリー,牝6,55,丸田恭介,1:08.6,クビ,26.3,10,468(+4),[東] 堀井雅広
6,7,14,ジョニーズララバイ,牡5,57,菅原明良,1:08.7,クビ,20.1,8,446(-16),[西] 音無秀孝
7,1,2,トキメキ,牝4,55,杉原誠人,1:08.7,クビ,6.3,4,492(+6),[東] 斎藤誠
8,4,8,ファンタジステラ,牡7,57,石川裕紀,1:08.9,3/4,15.7,6,434(-10),[西] 音無秀孝
9,8,16,アーズローヴァー,牝5,55,内田博幸,1:08.9,アタマ,44.6,12,466(+2),[西] 松下武士
10,6,12,ナンヨーアミーコ,セ8,57,柴田善臣,1:09.0,3/4,37.1,11,428(0),[東] 宗像義忠
11,5,9,アルミューテン,牝7,55,柴田大知,1:09.2,1.1/2,65.4,13,498(-12),[東] 南田美知
12,3,5,オルダージュ,牡5,57,木幡巧也,1:09.3,1/2,17.6,7,488(0),[東] 青木孝文
13,7,13,ペイシャドリーム,牝5,55,的場勇人,1:09.4,1/2,20.6,9,460(-4),[東] 的場均
14,5,10,タイキサターン,牡6,57,永野猛蔵,1:09.5,3/4,241.7,16,512(+8),[東] 伊藤大士
15,3,6,トロワマルス,牝4,55,野中悠太,1:09.8,1.1/2,81.0,15,468(-6),[東] 杉浦宏昭
16,1,1,サウンドカナロア,牡5,57,亀田温心,1:10.0,1.1/2,4.6,1,480(+6),[西] 村山明
