着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,7,14,キングクリチャン,牡9,50,山田敬士,1:20.6,,26.4,10,506(+2),[東] 高市圭二
2,8,18,ヨシノザクラ,牝5,52,戸崎圭太,1:20.8,1.1/4,8.9,5,466(0),[東] 萩原清
3,1,1,ユメノマイホーム,牝6,51,杉原誠人,1:21.0,1,51.5,13,466(0),[東] 伊藤伸一
4,6,12,ペスカネラ,牝4,54,石橋脩,1:21.2,1.1/4,6.3,3,446(+8),[西] 松下武士
5,8,16,アルモニカ,牝3,51,内田博幸,1:21.3,1/2,4.1,1,422(+10),[西] 西村真幸
6,3,6,ティルナノーグ,セ6,55,武豊,1:21.3,ハナ,7.2,4,460(+2),[西] 松永幹夫
7,2,4,ナムラアッパー,牡7,53,和田竜二,1:21.4,3/4,26.4,9,416(-4),[西] 高橋義忠
8,5,9,エイシンデネブ,牝3,51,吉田隼人,1:21.4,クビ,4.9,2,442(+12),[西] 坂口正則
9,1,2,ブリクスト,牡6,55,横山典弘,1:21.6,1.1/4,13.8,7,494(0),[西] 武英智
10,2,3,ビヨンジオール,牡6,55,岩田康誠,1:21.6,ハナ,27.3,11,508(-4),[東] 的場均
11,4,8,ジョンブリアン,牝5,52,三浦皇成,1:21.7,1/2,19.3,8,464(+6),[東] 高柳瑞樹
12,4,7,カネノイロ,牡5,55,柴田善臣,1:21.7,アタマ,40.1,12,482(-2),[東] 佐藤吉勝
13,8,17,ミスズスター,牡5,55,秋山真一,1:21.7,クビ,173.6,15,464(+2),[西] 武幸四郎
14,6,11,アーヒラ,牝3,50,江田照男,1:21.9,1,90.6,14,432(+2),[東] 石毛善彦
15,7,15,サバイバルポケット,牝5,52,柴田大知,1:22.1,1.1/4,11.5,6,486(-2),[東] 和田雄二
16,5,10,エクスシア,牝7,51,木幡育也,1:22.3,1,235.7,18,434(-2),[東] 大江原哲
17,3,5,アメリカントップ,牡5,55,黛弘人,1:22.3,クビ,227.3,17,516(+2),[東] 田中博康
18,7,13,ジャストフォーユー,セ6,53,丹内祐次,1:22.8,3,193.3,16,484(+4),[東] 粕谷昌央
