着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,7,9,エイシンスレイマン,牡4,57,Ｍ．デム,1:33.3,,2.2,1,472(-12),[西] 西園正都
2,4,4,アオイシンゴ,牡4,57,内田博幸,1:33.3,クビ,3.5,2,488(-8),[東] 古賀慎明
3,2,2,アーチキング,セ5,57,ルメール,1:33.5,1.1/4,6.9,4,514(-8),[東] 木村哲也
4,6,7,コスモヨハネ,牡6,57,柴田大知,1:33.5,クビ,13.8,5,492(-2),[東] 高橋裕
5,6,6,ジークカイザー,牡5,57,ボウマン,1:33.7,1.1/4,4.6,3,482(+6),[西] 池江泰寿
6,3,3,ジェネラルゴジップ,牡6,57,福永祐一,1:33.8,クビ,25.0,6,476(-12),[西] 平田修
7,7,8,ルナプロスペクター,牡6,57,伊藤工真,1:34.2,2.1/2,50.6,7,468(+4),[東] 金成貴史
8,8,10,ダイナミックウオー,牡8,57,武士沢友,1:34.3,1/2,322.1,10,512(-12),[西] 作田誠二
9,1,1,ジャッキー,牡4,57,北村宏司,1:34.4,1/2,98.4,9,488(0),[東] 高橋祥泰
10,5,5,ダイワドレッサー,牝5,55,石川裕紀,1:34.4,クビ,75.1,8,466(0),[東] 鹿戸雄一
11,8,11,ストーミング,牡7,57,古川吉洋,1:37.0,大,366.8,11,496(0),[東] 柄崎孝
