着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,6,11,ブリンディス,牡4,57,中谷雄太,1:11.1,,22.2,9,516(-4),[西] 矢作芳人
2,2,4,ショコラブラン,牡4,57,岩田康誠,1:11.1,アタマ,3.5,1,470(+2),[西] 浅見秀一
3,2,3,アサケゴマ,牝6,55,水口優也,1:11.4,1.3/4,74.5,15,486(0),[西] 大橋勇樹
4,3,5,リターンラルク,牡5,57,横山典弘,1:11.5,3/4,17.8,6,470(-4),[東] 大竹正博
5,7,14,キタサンサジン,牡4,57,幸英明,1:11.6,クビ,4.1,2,520(+4),[西] 梅田智之
6,1,1,アレット,セ5,57,川須栄彦,1:11.7,1/2,5.8,4,516(+2),[西] 岡田稲男
7,4,7,ディープミタカ,牡5,57,バルジュ,1:11.7,アタマ,53.9,13,460(-14),[西] 藤岡健一
8,7,13,レガリテート,牡6,57,高倉稜,1:11.7,ハナ,20.7,8,492(-4),[西] 高橋康之
9,8,15,ティップトップ,牝5,55,藤岡康太,1:11.7,ハナ,5.7,3,510(+4),[西] 千田輝彦
10,6,12,ナンゴクロマンス,牝4,55,大野拓弥,1:11.8,1/2,48.8,11,458(-2),[東] 佐藤吉勝
11,5,9,イサチルホープ,牡4,57,北村友一,1:11.8,ハナ,19.8,7,472(-4),[西] 大根田裕
12,1,2,ケッキセヨ,牡6,57,松山弘平,1:12.0,1.1/4,51.9,12,478(-8),[西] 岡田稲男
13,4,8,メイショウユメゴゼ,牝7,55,武豊,1:12.1,1/2,16.1,5,476(+2),[西] 沖芳夫
14,5,10,アドマイヤシャドウ,牡7,57,小牧太,1:12.2,1/2,71.1,14,494(-2),[西] 中尾秀正
15,3,6,セクシーボーイ,牡5,57,田辺裕信,1:12.3,3/4,30.7,10,476(-12),[東] 伊藤圭三
16,8,16,デルマアラレチャン,牝5,55,菊沢一樹,1:13.5,7,170.9,16,474(+2),[東] 菊沢隆徳
