着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,6,7,ペコリーノロマーノ,牝3,54,西村淳也,1:21.7,,4.1,2,438(-8),[東] 久保田貴
2,5,5,メイショウドウドウ,牡5,57,蛯名正義,1:21.8,1.1/4,7.9,4,488(+8),[西] 荒川義之
3,7,10,ナリス,牝4,55,藤岡康太,1:21.9,クビ,20.5,5,478(0),[西] 今野貞一
4,1,1,タイセイトレンディ,セ5,57,亀田温心,1:21.9,ハナ,44.0,7,466(-2),[西] 森田直行
5,8,12,トロイメント,牝4,55,柴山雄一,1:21.9,クビ,52.1,9,456(+4),[西] 西浦勝一
6,4,4,アカノニジュウイチ,牝3,54,横山典弘,1:22.0,クビ,1.8,1,450(+2),[東] 尾関知人
7,5,6,ディアボレット,牝5,55,川島信二,1:22.1,1,48.9,8,462(+2),[西] 加用正
8,2,2,アドマイヤシナイ,牡6,57,川須栄彦,1:22.1,アタマ,83.1,11,454(-4),[東] 柄崎孝
9,3,3,ドクターデューン,牝5,55,菊沢一樹,1:22.2,アタマ,34.1,6,480(+4),[東] 菊沢隆徳
10,6,8,ミニオンペール,牝4,55,浜中俊,1:22.4,1.1/2,6.1,3,468(+4),[東] 小手川準
11,8,11,プリヒストリー,セ5,57,荻野極,1:22.5,クビ,67.7,10,478(0),[西] 斉藤崇史
12,7,9,リバーシブルレーン,牡4,57,菅原明良,1:22.6,3/4,86.3,12,438(-4),[東] 高木登
