着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,6,11,クロパラントゥ,セ3,56,ルメール,1:24.4,,2.3,2,524(+4),[東] 藤沢和雄
2,2,3,コラルノクターン,牡4,57,ムーア,1:24.6,1.1/4,2.2,1,510(-4),[西] 藤原英昭
3,4,8,メイショウマサヒメ,牝4,55,丸山元気,1:24.8,1.1/4,20.4,5,496(-2),[西] 本田優
4,8,15,ソーラーフレア,牡6,57,大野拓弥,1:24.9,1/2,99.8,9,468(-2),[東] 高柳瑞樹
5,7,13,スズカコーズマンボ,牡4,57,永野猛蔵,1:24.9,アタマ,135.4,10,490(+6),[東] 伊藤圭三
6,7,14,ローレルジャック,牡8,57,武士沢友,1:25.3,2.1/2,190.5,14,504(+8),[東] 高橋裕
7,5,10,ララクリュサオル,牡5,57,中井裕二,1:25.5,1,8.0,3,496(0),[西] 辻野泰之
8,3,5,デピュティプライム,セ8,57,田辺裕信,1:25.5,クビ,99.4,8,490(+4),[東] 小島茂之
9,4,7,バンブトンハート,牝5,55,柴田大知,1:25.6,1/2,25.3,6,504(+6),[東] 粕谷昌央
10,1,2,メイショウヴォルガ,牡7,57,菊沢一樹,1:25.7,クビ,261.5,15,496(-6),[西] 本田優
11,2,4,フィールザファラオ,牡6,57,野中悠太,1:25.7,クビ,12.8,4,478(+4),[東] 岩戸孝樹
12,1,1,クインズヴィヴィ,牝4,55,石橋脩,1:25.9,1.1/4,27.3,7,482(-12),[西] 野中賢二
13,3,6,ジャスパーイーグル,牡4,57,勝浦正樹,1:26.0,3/4,137.2,11,496(+4),[西] 森秀行
14,8,16,メイショウヤクシマ,牡8,57,津村明秀,1:26.4,2.1/2,173.9,13,464(-4),[西] 笹田和秀
15,6,12,サンライズナイト,牡6,57,石川裕紀,1:26.4,クビ,144.0,12,486(-12),[西] 石坂公一
16,5,9,シホノフォルテ,セ5,57,藤井勘一,1:26.6,3/4,329.5,16,502(0),[西] 杉山佳明
