着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,1,1,ヴィクターバローズ,牡4,57,石橋脩,1:45.5,,5.5,3,468(-6),[東] 堀宣行
2,3,3,アルディエンテ,牡4,57,三浦皇成,1:45.7,1.1/4,4.1,2,490(0),[東] 古賀慎明
3,7,8,プロース,牡5,57,野中悠太,1:45.8,クビ,24.2,9,512(-2),[東] 菊川正達
4,8,11,ワールドスケール,牡4,57,鮫島克駿,1:45.8,クビ,3.7,1,470(+2),[西] 野中賢二
5,7,9,フェアリーグルーヴ,牝4,55,丸山元気,1:45.8,アタマ,12.8,7,446(+4),[東] 高橋文雅
6,2,2,ファインスティール,牝5,55,菅原明良,1:45.9,1/2,39.4,10,524(-4),[西] 吉岡辰弥
7,8,10,シュバルツボンバー,セ6,57,石川裕紀,1:46.2,1.3/4,20.4,8,514(-2),[東] 本間忍
8,6,7,フラッフィクラウド,牡4,57,Ｍ．デム,1:46.2,ハナ,7.2,4,474(+6),[東] 萩原清
9,5,5,タイセイモンストル,牡4,57,吉田豊,1:46.4,1.1/2,7.7,5,474(0),[西] 矢作芳人
10,6,6,マリノジュリア,牝5,55,内田博幸,1:46.6,3/4,12.3,6,454(0),[東] 稲垣幸雄
11,4,4,レッドベレーザ,牝5,55,田辺裕信,1:47.6,6,42.9,11,434(-8),[東] 伊坂重信
