着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,6,7,ドリームスピリット,牡6,54,ルメール,2:25.5,,6.5,4,500(-2),[東] 武藤善則
2,1,1,ベスビアナイト,セ4,54,菅原明良,2:25.5,クビ,6.7,5,490(+2),[東] 国枝栄
3,7,8,ヒルノダカール,牡5,56,北村宏司,2:25.6,1/2,11.1,6,512(+4),[西] 北出成人
4,7,9,ペレ,牝5,54,Ｍ．デム,2:25.8,1,3.7,2,456(-2),[東] 木村哲也
5,2,2,エドノフェリーチェ,牝4,54,津村明秀,2:25.8,アタマ,5.1,3,448(-4),[東] 相沢郁
6,5,5,エカテリンブルク,牡4,54,石橋脩,2:25.8,クビ,35.9,8,510(+4),[西] 四位洋文
7,8,10,レッドクーゲル,牡5,53,吉田豊,2:26.1,1.3/4,80.7,10,440(-4),[東] 尾関知人
8,4,4,アスティ,セ5,54,江田照男,2:26.4,1.3/4,49.4,9,430(+4),[東] 堀井雅広
9,8,11,リーブルミノル,牡3,53,団野大成,2:26.6,1.1/4,3.4,1,484(+14),[西] 本田優
10,6,6,ディスカバー,セ7,53,原優介,2:28.3,10,201.3,11,466(-2),[東] 畠山吉宏
11,3,3,ライル,セ5,55,石川裕紀,2:34.2,大,25.6,7,490(-10),[東] 手塚貴久
