着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,4,4,サウンドアプローズ,牡3,54,幸英明,1:34.2,,5.2,3,486(0),[西] 高橋康之
2,6,8,ガルデルスリール,牝4,55,菱田裕二,1:34.2,ハナ,4.7,2,464(+2),[西] 梅田智之
3,6,7,ヴィンテージローズ,牝4,55,小牧太,1:34.4,1.1/4,3.0,1,444(+4),[西] 橋口弘次
4,8,12,ランドオザリール,牡4,57,酒井学,1:34.4,クビ,8.0,4,518(-4),[西] 岡田稲男
5,5,5,メイショウラバンド,牝4,55,古川吉洋,1:34.7,2,86.2,11,428(-8),[西] 石橋守
6,1,1,リヴィエール,牝4,55,松山弘平,1:34.8,クビ,10.3,6,460(-4),[西] 松田博資
7,7,9,ボールドジャパン,牡4,57,中谷雄太,1:34.9,1/2,14.7,7,504(-2),[西] 中村均
8,5,6,ダンツアトラス,牡5,57,高倉稜,1:35.0,クビ,16.9,8,476(-4),[西] 谷潔
9,2,2,リオグランデ,牝5,55,国分優作,1:35.0,クビ,10.0,5,446(-2),[西] 岡田稲男
10,8,11,スパイスシャワー,牝4,55,松田大作,1:35.1,1/2,190.2,12,456(0),[西] 矢作芳人
11,3,3,カプリチオーソ,牡3,54,川島信二,1:35.4,1.3/4,46.9,10,446(+2),[西] 南井克巳
12,7,10,ラガーギアチェンジ,牡4,57,岩崎翼,1:35.5,1/2,29.9,9,470(+4),[西] 清水久詞
