着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,5,8,カラパナビーチ,牡3,54,北村友一,1:51.8,,4.0,2,538(-4),[西] 吉田直弘
2,2,2,エクストラゴールド,牡4,57,福永祐一,1:51.8,クビ,2.0,1,520(-2),[西] 千田輝彦
3,8,13,スズカアドニス,牡5,57,ルメール,1:52.3,3,11.8,5,488(0),[西] 大橋勇樹
4,6,9,ジャマイカジョー,牡7,57,森一馬,1:52.5,1.1/4,142.3,10,460(0),[西] 西村真幸
5,3,4,メイショウソレイユ,牡5,57,川島信二,1:52.6,1/2,194.9,12,456(-6),[西] 安達昭夫
6,6,10,タガノプリンス,牡7,57,幸英明,1:52.7,1/2,26.5,7,464(+2),[西] 石橋守
7,4,5,スズカウラノス,牡6,57,太宰啓介,1:52.7,ハナ,37.2,8,464(0),[西] 坪憲章
8,3,3,シュミット,牡5,57,川田将雅,1:52.8,クビ,9.2,4,490(-10),[西] 松田博資
9,1,1,ロゼッタストーン,牡6,57,藤岡佑介,1:52.9,1/2,230.1,14,470(-6),[西] 矢作芳人
10,7,11,メイショウドゥーマ,牡5,57,浜中俊,1:53.0,3/4,22.5,6,482(+2),[西] 本田優
11,7,12,マンハッタンコード,牡6,57,和田竜二,1:53.0,アタマ,161.4,11,508(+6),[西] 浅見秀一
12,8,14,シルクキングリー,牡6,57,松山弘平,1:53.5,3,52.5,9,500(+10),[西] 岡田稲男
13,5,7,タンジブル,牡3,54,Ｍ．デム,1:53.6,1/2,6.1,3,486(-11),[東] 黒岩陽一
14,4,6,セルリアンサーロス,牡5,57,国分恭介,1:53.8,3/4,209.7,13,518(-4),[西] 谷潔
