0,1,2,3
単勝,8,2280,9
複勝,8 14 11,380 110 260,7 1 3
枠連,5 - 8,440,1
馬連,8 - 14,1710,7
ワイド,8 - 14 8 - 11 11 - 14,"680 3,130 460",7 35 2
馬単,8 → 14,6120,22
三連複,8 - 11 - 14,5120,16
三連単,8 → 14 → 11,45850,143
