0,1,2,3
単勝,2,960,3
複勝,2 8 7,360 870 490,5 10 7
枠連,2 - 5,5230,18
馬連,2 - 8,11980,33
ワイド,2 - 8 2 - 7 7 - 8,"4,250 2,020 4,610",45 21 48
馬単,2 → 8,20920,62
三連複,2 - 7 - 8,42670,106
三連単,2 → 8 → 7,201980,525
