0,1,2,3
単勝,3,3660,11
複勝,3 5 2,790 290 380,11 4 7
枠連,3 - 5,7670,24
馬連,3 - 5,13340,44
ワイド,3 - 5 2 - 3 2 - 5,"3,210 2,950 1,480",42 38 20
馬単,3 → 5,35060,96
三連複,2 - 3 - 5,30720,107
三連単,3 → 5 → 2,321730,843
