着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,7,8,ハバナウインド,牡3,56,鮫島克駿,2:02.9,,7.8,4,464(+2),[西] 浅見秀一
2,3,3,カセドラルベル,牝3,54,藤岡康太,2:02.9,アタマ,2.3,1,504(-16),[西] 西村真幸
3,8,9,ウレキサイト,牡3,56,中谷雄太,2:03.4,3,14.8,5,500(+6),[西] 松永幹夫
4,1,1,アドマイヤリーブラ,牡3,56,秋山真一,2:03.5,3/4,29.2,8,462(-2),[西] 梅田智之
5,8,10,スターオブジーン,牡3,56,吉田順治,2:03.9,2.1/2,160.0,9,376(-4),[地] 真島元徳
6,4,4,トゥアレグ,牡3,56,丸山元気,2:04.3,2.1/2,23.0,7,438(+18),[西] 大久保龍
7,5,5,ヘリオス,牡3,56,吉田隼人,2:04.7,2.1/2,16.6,6,462(-4),[西] 友道康夫
8,2,2,アスクフラッシュ,牡3,56,武豊,2:04.7,クビ,3.1,2,506(-4),[西] 藤原英昭
9,6,6,カフジジュピター,牡3,56,坂井瑠星,2:05.3,3.1/2,6.0,3,446(-12),[西] 矢作芳人
10,7,7,オールアウト,牡3,56,山口勲,2:05.6,2,237.6,10,474(-6),[地] 東眞市
