着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,7,11,サハラファイター,牡3,56,藤岡佑介,1:52.7,,2.7,1,498(+2),[西] 山内研二
2,5,6,ネクストムーブ,牡3,56,小牧太,1:53.3,3.1/2,3.3,2,506(-8),[西] 清水久詞
3,4,4,コスモカナディアン,牡3,56,丹内祐次,1:53.7,2.1/2,6.8,3,462(0),[東] 金成貴史
4,1,1,ビレッジゴールド,牡3,56,横山和生,1:54.1,2.1/2,30.6,7,464(-2),[東] 土田稔
5,6,8,ガルガンチュア,牡3,56,吉田隼人,1:54.3,1.1/2,54.8,12,410(-10),[東] 尾形充弘
6,2,2,トウショウコマンチ,牡3,56,鮫島良太,1:54.6,1.3/4,9.0,5,498(0),[西] 角田晃一
7,8,12,アートラヴァー,牝3,54,木幡巧也,1:54.7,1/2,32.3,9,480(0),[東] 牧光二
8,3,3,ベルリンガー,牝3,54,勝浦正樹,1:54.9,1.1/2,36.4,10,462(-14),[西] 西浦勝一
9,6,9,コスモコレクション,牡3,56,津村明秀,1:55.2,2,51.7,11,458(-10),[東] 矢野英一
10,8,13,セイカエドミザカ,牡3,56,石川裕紀,1:55.3,クビ,25.4,6,474(+10),[東] 相沢郁
11,5,7,アスタリスク,牡3,56,デュプレ,1:55.3,クビ,31.4,8,472(+6),[東] 奥村武
12,4,5,ロードボアソルテ,牡3,56,松若風馬,1:55.6,1.3/4,8.0,4,466(+2),[西] 松下武士
13,7,10,ゴブレット,牝3,54,幸英明,1:57.1,9,137.3,13,484(0),[西] 宮本博
