着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,2,3,フルーキー,牡3,54,浜中俊,1:45.9,,1.6,1,480(+2),[西] 角居勝彦
2,5,10,ダノンドリーム,牡4,57,小牧太,1:46.1,1.1/4,10.2,4,478(0),[西] 池江泰寿
3,7,13,セトノフラッパー,牝3,52,田中健,1:46.3,1.1/4,32.6,8,450(+26),[西] 南井克巳
4,2,4,カシノスターライト,牝6,55,水口優也,1:46.5,1.1/4,86.7,11,506(0),[東] 二本柳俊
5,1,2,プリフォンテイン,牡3,54,池添謙一,1:46.5,ハナ,18.0,6,502(+8),[西] 松永幹夫
6,3,6,ディパッション,牝3,52,川田将雅,1:46.7,1.1/4,189.3,13,442(+4),[西] 松田博資
7,4,8,グレイスフルデイズ,牡3,54,幸英明,1:46.8,1/2,15.7,5,486(+12),[西] 西園正都
8,6,12,ピンポン,牡3,54,武豊,1:46.8,アタマ,8.3,3,446(+4),[西] 田中章博
9,8,16,マイティースコール,牡5,57,中井裕二,1:46.8,クビ,47.6,9,456(-2),[西] 宮徹
10,5,9,ラヴァズアゲイン,牝4,55,藤岡康太,1:47.0,1,52.8,10,474(+14),[西] 大久保龍
11,3,5,アイヴィーリーグ,牡5,57,北村友一,1:47.2,1.1/2,7.0,2,470(+6),[西] 中尾秀正
12,4,7,マイネルオラシオン,牡4,57,鮫島良太,1:47.5,1.3/4,207.3,14,456(-2),[西] 中尾秀正
13,7,14,アーセナルゴール,牡5,57,国分恭介,1:47.5,ハナ,185.1,12,484(+10),[西] 橋口弘次
14,6,11,アクションバイオ,牡3,54,国分優作,1:48.0,3,23.7,7,482(0),[西] 西浦勝一
15,8,15,メイショウガンツ,牝3,52,武幸四郎,1:48.2,3/4,299.8,15,428(0),[西] 松永昌博
16,1,1,ナムラバクサイ,牡3,54,熊沢重文,1:49.3,7,412.8,16,472(0),[西] 目野哲也
