0,1,2,3
単勝,9,220,1
複勝,9 4 2,110 110 150,1 2 4
枠連,4 - 7,360,1
馬連,4 - 9,350,1
ワイド,4 - 9 2 - 9 2 - 4,150 270 340,1 3 5
馬単,9 → 4,630,1
三連複,2 - 4 - 9,610,2
三連単,9 → 4 → 2,1990,2
