0,1,2,3
単勝,6,150,1
複勝,6 10 13,"110 1,180 190",1 11 3
枠連,4 - 6,2500,8
馬連,6 - 10,7110,19
ワイド,6 - 10 6 - 13 10 - 13,"2,440 340 6,780",28 3 48
馬単,6 → 10,9270,25
三連複,6 - 10 - 13,14650,47
三連単,6 → 10 → 13,52800,152
