0,1,2,3
単勝,1,670,2
複勝,1 4 2,230 450 230,2 7 3
枠連,1 - 3,1840,6
馬連,1 - 4,6320,22
ワイド,1 - 4 1 - 2 2 - 4,"1,660 860 1,580",21 7 19
馬単,1 → 4,12410,42
三連複,1 - 2 - 4,12500,44
三連単,1 → 4 → 2,81050,260
