0,1,2,3
単勝,8,230,1
複勝,8 4 1,"130 1,320 210",1 11 4
枠連,4 - 7,7510,19
馬連,4 - 8,11620,29
ワイド,4 - 8 1 - 8 1 - 4,"3,300 410 4,140",30 4 34
馬単,8 → 4,14180,43
三連複,1 - 4 - 8,16110,56
三連単,8 → 4 → 1,78590,246
