着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,3,6,ヒラボクマジック,牡6,57,北村宏司,1:53.9,,4.4,2,506(-4),[東] 大竹正博
2,1,2,アドマイヤジャコモ,牡6,57,内田博幸,1:53.9,クビ,20.4,4,498(-8),[西] 中尾秀正
3,8,15,ハードロッカー,セ5,57,ブノワ,1:54.0,クビ,73.5,11,444(0),[東] 藤沢和雄
4,6,11,トリニティチャーチ,セ6,57,戸崎圭太,1:54.3,2,28.3,6,498(+10),[東] 本間忍
5,4,7,ショウナンダイラ,牡4,56,柴田善臣,1:54.3,クビ,28.6,7,538(+6),[東] 二ノ宮敬
6,3,5,ワンダーロード,牡4,56,吉田豊,1:54.4,1/2,1.6,1,470(0),[東] 尾形充弘
7,7,14,クワイアーソウル,牡6,57,三浦皇成,1:54.7,1.3/4,24.5,5,508(+2),[東] 萩原清
8,2,4,ラヴィアンクレール,牡6,57,津村明秀,1:54.8,3/4,30.3,8,458(+2),[東] 鈴木伸尋
9,4,8,エイトプリンス,牡6,57,田辺裕信,1:55.0,3/4,60.5,10,440(+6),[東] 小西一男
10,1,1,トーセンブリッツ,牡6,57,ベリー,1:55.2,1.1/2,44.9,9,474(+6),[東] 小笠倫弘
11,5,10,モズオーロラ,牡4,56,田中勝春,1:55.8,3.1/2,190.0,12,450(+8),[西] 森秀行
12,7,13,ヴェルデホ,牡4,56,横山典弘,1:56.4,3.1/2,8.5,3,516(-4),[東] 尾関知人
13,8,16,カントリースノー,セ7,57,木幡初広,1:56.5,1/2,346.4,14,518(-8),[東] 栗田博憲
14,2,3,ゴーゴーヒュウガ,牡6,57,勝浦正樹,1:56.6,クビ,430.9,15,462(+2),[東] 柄崎孝
15,6,12,マイネルパルフェ,牡6,57,丹内祐次,1:57.7,7,552.8,16,490(+8),[東] 岩戸孝樹
16,5,9,ディアビリーヴ,牡7,57,江田照男,1:57.8,1/2,246.8,13,520(+22),[東] 田村康仁
