着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,7,8,トゥルボー,牡5,60,石神深一,3:38.3,,5.2,3,512(-2),[東] 小笠倫弘
2,4,4,サーブルオール,牡8,60,五十嵐雄,3:38.8,3,3.2,1,490(-2),[東] 萩原清
3,1,1,マーニ,牡5,61,西谷誠,3:39.7,5,5.7,4,454(+8),[西] 鮫島一歩
4,8,10,マイネルプロンプト,セ9,60,森一馬,3:41.3,10,11.2,6,484(-2),[西] 坂口智康
5,5,5,サトノファイター,牡5,60,黒岩悠,3:41.6,1.1/2,4.5,2,480(0),[西] 高橋亮
6,2,2,ハルクンノテソーロ,牡7,60,上野翔,3:42.1,3,13.8,7,482(-2),[東] 和田雄二
7,8,9,モサ,牡5,60,北沢伸也,3:42.1,クビ,43.2,9,508(-4),[西] 角田晃一
8,6,6,プレシャスタイム,牡8,60,高田潤,3:42.5,2.1/2,94.9,10,450(+4),[西] 藤沢則雄
9,3,3,フォイヤーヴェルク,牡8,60,白浜雄造,3:42.6,3/4,7.5,5,470(+6),[西] 池江泰寿
10,7,7,ハルキストン,牡6,60,中村将之,3:42.9,1.3/4,27.6,8,466(+4),[西] 浅見秀一
