着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,8,12,シフルマン,牡5,57,吉田隼人,1:59.9,,29.2,12,502(0),[西] 中尾秀正
2,1,1,シュヴァリエローズ,牡3,55,岩田望来,1:59.9,クビ,3.5,1,450(+6),[西] 清水久詞
3,7,10,ムジカ,牝4,55,池添謙一,2:00.0,1/2,4.0,2,450(0),[西] 鈴木孝志
4,4,5,イロゴトシ,牡4,57,松若風馬,2:00.0,ハナ,11.1,4,476(+10),[西] 牧田和弥
5,3,3,パトリック,牡5,57,福永祐一,2:00.2,1,18.8,8,474(-4),[西] 岡田稲男
6,2,2,シャフトオブライト,牡6,57,亀田温心,2:00.2,クビ,21.6,10,452(0),[西] 北出成人
7,4,4,ヴェイルネビュラ,牡3,55,和田竜二,2:00.3,1/2,20.4,9,484(-4),[東] 大竹正博
8,6,9,ワールドスケール,牡4,57,川田将雅,2:00.4,クビ,5.2,3,464(0),[西] 野中賢二
9,8,13,アルサトワ,牡4,57,幸英明,2:00.5,1/2,15.2,6,522(+8),[西] 斉藤崇史
10,7,11,オメガラヴィサン,セ6,57,岩田康誠,2:00.5,アタマ,17.7,7,478(+2),[西] 安田翔伍
11,5,7,ニホンピロスクーロ,セ4,57,小牧太,2:00.7,1,26.4,11,496(-2),[西] 服部利之
12,5,6,ディバインフォース,牡5,57,松山弘平,2:01.1,2.1/2,13.1,5,474(+14),[西] 寺島良
13,6,8,レッドルーヴル,牝5,55,荻野極,2:01.3,1.1/4,41.5,13,466(0),[西] 笹田和秀
