着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,4,4,ロングトレーン,牝3,53,団野大成,1:09.0,,8.7,5,428(+6),[西] 佐々木晶
2,7,9,メイショウフンケイ,牡3,56,松山弘平,1:09.4,2.1/2,4.7,3,518(+2),[西] 池添兼雄
3,6,6,デルマカンノン,牝3,54,藤岡佑介,1:09.5,1/2,4.5,2,444(+8),[西] 五十嵐忠
4,1,1,ラピカズマ,牡3,56,吉田隼人,1:09.6,クビ,39.1,9,472(-2),[西] 安田隆行
5,8,11,シゲルセンム,牝3,54,幸英明,1:09.6,ハナ,12.7,7,456(0),[西] 谷潔
6,5,5,ゼリア,牝3,54,和田竜二,1:10.0,2.1/2,2.9,1,442(+6),[西] 鈴木孝志
7,8,10,ジャストザビアンカ,牝3,54,西村淳也,1:10.0,ハナ,28.1,8,442(-8),[西] 牧浦充徳
8,6,7,スーパーウーパー,牝3,54,浜中俊,1:10.4,2.1/2,12.6,6,462(+2),[西] 森秀行
9,2,2,マルス,牡3,56,坂井瑠星,1:10.5,1/2,127.9,11,438(-2),[東] 岩戸孝樹
10,7,8,ココクラッシュ,牝3,54,岩田望来,1:10.7,1.1/4,76.7,10,422(0),[西] 梅田智之
11,3,3,ワイズマンハート,牡3,56,森一馬,1:10.7,クビ,7.9,4,480(+4),[西] 松永昌博
