着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,6,8,ワールドバローズ,牡3,55,和田竜二,1:34.9,,2.9,1,448(-2),[西] 石坂公一
2,6,7,アトリビュート,牝4,55,吉田隼人,1:34.9,クビ,7.4,3,452(0),[西] 高野友和
3,3,3,ミッキーバディーラ,牝5,55,武豊,1:35.0,1/2,14.1,7,490(+4),[西] 音無秀孝
4,7,9,ショーヒデキラ,牡5,57,三浦皇成,1:35.1,1/2,21.6,9,490(+4),[東] 鈴木伸尋
5,2,2,クロワドフェール,牝4,55,岩田望来,1:35.2,1/2,4.1,2,474(-2),[西] 斉藤崇史
6,4,4,サヴァイヴ,牡4,57,国分優作,1:35.3,3/4,50.5,10,460(-8),[西] 清水久詞
7,1,1,タイセイメガロス,牡4,57,幸英明,1:35.4,1/2,72.5,11,432(-14),[西] 西村真幸
8,5,6,ヴェルザスカ,牝4,55,松若風馬,1:35.4,クビ,10.0,5,444(0),[西] 今野貞一
9,7,10,ペールエール,牡4,57,藤岡佑介,1:35.5,3/4,7.6,4,500(-14),[西] 安田隆行
10,8,12,ジャミールフエルテ,セ5,57,鮫島克駿,1:35.6,アタマ,14.3,8,462(+2),[西] 大久保龍
11,8,11,トロイメント,牝5,55,富田暁,1:35.6,ハナ,74.9,12,456(+2),[西] 四位洋文
12,5,5,マルカエイペックス,牝4,55,小沢大仁,1:35.6,クビ,12.9,6,442(-16),[西] 今野貞一
