着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,4,8,サンライズホープ,牡4,56.0,幸英明,1:57.4,,6.3,4,540(0),[西] 羽月友彦
2,6,11,ウェスタールンド,セ9,58.0,藤岡佑介,1:57.5,アタマ,10.0,5,484(-4),[西] 佐々木晶
3,1,2,ブルベアイリーデ,牡5,57.0,福永祐一,1:57.8,1.3/4,4.7,2,494(+4),[西] 杉山晴紀
4,1,1,ダノンスプレンダー,牡5,56.0,川田将雅,1:57.8,ハナ,6.2,3,506(-6),[西] 安田隆行
5,6,12,サクラアリュール,牡6,55.0,藤岡康太,1:58.4,3.1/2,21.9,7,470(+2),[西] 村山明
6,2,3,ロードリバーサル,牡5,54.0,吉田隼人,1:58.6,1.1/4,35.2,12,498(+4),[西] 藤岡健一
7,7,14,テンザワールド,牡7,53.0,和田竜二,1:58.6,1/2,113.4,16,440(0),[西] 大久保龍
8,8,15,エブリワンブラック,牡4,54.0,浜中俊,1:58.7,アタマ,36.2,13,482(-6),[西] 武幸四郎
9,7,13,アシャカトブ,牡5,56.0,武藤雅,1:59.0,1.3/4,28.9,9,510(-12),[東] 小笠倫弘
10,5,10,ハヤヤッコ,牡5,57.5,田辺裕信,1:59.1,1/2,10.7,6,488(+6),[東] 国枝栄
11,5,9,ケイティブレイブ,牡8,58.5,内田博幸,1:59.5,2.1/2,29.1,10,522(-6),[東] 清水英克
12,8,16,サンデーウィザード,牡9,55.0,荻野琢真,1:59.7,1.1/4,69.5,15,468(+4),[西] 大久保龍
13,4,7,アナザートゥルース,セ7,58.0,松山弘平,1:59.9,1,24.9,8,484(+2),[東] 高木登
14,2,4,エルデュクラージュ,セ7,57.0,鮫島克駿,2:00.7,5,56.4,14,496(-4),[西] 池添学
15,3,5,リアンヴェリテ,牡7,57.5,国分恭介,2:00.8,1/2,31.2,11,486(-2),[西] 中竹和也
16,3,6,ゴッドセレクション,牡3,54.0,中井裕二,2:02.0,7,4.0,1,526(-3),[西] 今野貞一
