0,1,2,3
単勝,7,410,2
複勝,7 8 3,130 110 120,3 1 2
枠連,7 - 7,390,2
馬連,7 - 8,400,2
ワイド,7 - 8 3 - 7 3 - 8,170 260 150,2 3 1
馬単,7 → 8,900,3
三連複,3 - 7 - 8,380,1
三連単,7 → 8 → 3,2590,3
