0,1,2,3
単勝,9,530,3
複勝,9 1 11,170 140 340,3 1 6
枠連,1 - 7,750,2
馬連,1 - 9,810,2
ワイド,1 - 9 9 - 11 1 - 11,"350 1,140 800",2 14 11
馬単,9 → 1,1760,4
三連複,1 - 9 - 11,3370,12
三連単,9 → 1 → 11,13750,48
