0,1,2,3
単勝,13,330,2
複勝,13 9 4,160 190 300,2 3 6
枠連,5 - 7,970,3
馬連,9 - 13,1150,3
ワイド,9 - 13 4 - 13 4 - 9,540 780 970,3 7 10
馬単,13 → 9,1830,3
三連複,4 - 9 - 13,3410,7
三連単,13 → 9 → 4,11480,15
