着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,4,8,サンレーン,牝5,55,武豊,1:23.5,,2.9,1,480(+2),[西] 西園正都
2,2,3,キーブランド,牡6,57,高倉稜,1:23.8,2,290.4,15,520(+5),[西] 宮徹
3,1,2,アドマイヤシャドウ,牡6,57,幸英明,1:23.9,クビ,64.9,12,486(-6),[西] 中尾秀正
4,5,9,ロードヴォルケーノ,牡4,57,福永祐一,1:23.9,クビ,6.4,4,478(+4),[西] 笹田和秀
5,6,12,サウススターマン,牡4,57,鮫島克駿,1:24.1,1.1/4,10.0,5,490(-4),[西] 加用正
6,3,5,ロスヴァイセ,牝4,55,藤岡佑介,1:24.2,3/4,21.9,8,460(-6),[西] 小崎憲
7,5,10,ボクノナオミ,牝3,52,Ｍ．デム,1:24.4,1,6.1,3,472(-4),[西] 吉村圭司
8,3,6,オメガスパーキング,牡6,57,パートン,1:24.4,ハナ,20.5,6,488(0),[東] 奥平雅士
9,4,7,テーオーレイチェル,牝5,55,川田将雅,1:24.6,1.1/4,37.6,11,444(+2),[西] 岡田稲男
10,7,14,スペシャルギフト,セ4,57,浜中俊,1:24.6,ハナ,4.6,2,496(-2),[西] 須貝尚介
11,1,1,ホワイトプラネット,牝5,55,国分優作,1:24.7,クビ,101.0,14,508(+10),[東] 武井亮
12,8,16,タガノハピネス,牝5,55,松山弘平,1:24.7,クビ,71.7,13,478(+4),[西] 鈴木孝志
13,7,13,スランジバール,牡6,57,酒井学,1:25.0,1.3/4,25.1,9,480(0),[西] 佐々木晶
14,8,15,ミヤジマッキー,牡5,57,川須栄彦,1:25.2,1.1/4,21.3,7,504(-2),[西] 牧田和弥
15,6,11,トワエモア,牝3,52,武幸四郎,1:25.2,ハナ,33.3,10,482(0),[西] 日吉正和
16,2,4,エスジーブルーム,牝6,55,中井裕二,1:26.3,7,302.1,16,484(+2),[西] 中内田充
