着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,8,18,ゴールドベル,牡6,53,小牧太,1:21.3,,10.2,5,478(-8),[西] 庄野靖志
2,7,15,アンブリッジ,牡5,55,Ｍ．デム,1:21.4,3/4,19.2,7,476(+6),[東] 宗像義忠
3,7,13,マカハ,牡6,56,浜中俊,1:21.6,1.1/4,7.4,4,464(-12),[西] 小崎憲
4,2,4,サトノキングリー,牡5,55,福永祐一,1:21.6,アタマ,3.9,1,488(+2),[西] 藤原英昭
5,3,5,フロアクラフト,牝5,54,松山弘平,1:21.8,1,11.9,6,506(0),[西] 西園正都
6,1,1,ピークトラム,牡4,57,武豊,1:21.9,1/2,6.3,3,488(-2),[西] 橋口弘次
7,1,2,メイショウライナー,牡5,55,秋山真一,1:21.9,ハナ,27.5,9,488(+10),[西] 高橋義忠
8,4,8,シルクドリーマー,牡6,55,北村友一,1:21.9,アタマ,33.8,12,480(-2),[西] 音無秀孝
9,4,7,サトノネプチューン,牡5,55,ルメール,1:21.9,ハナ,22.0,8,496(+2),[東] 堀宣行
10,5,10,ヴィクタープライム,牡3,53,太宰啓介,1:22.1,1.1/4,51.0,15,452(+4),[西] 本田優
11,8,16,マルタカシクレノン,牡7,55,和田竜二,1:22.1,ハナ,32.5,11,500(-4),[西] 山内研二
12,6,12,ロノ,牡6,55,川田将雅,1:22.1,クビ,49.2,14,464(-6),[西] 池江泰寿
13,6,11,オビーディエント,牡6,53,川島信二,1:22.2,1/2,120.0,17,454(0),[西] 加藤敬二
14,3,6,アイライン,牝3,51,吉田豊,1:22.3,クビ,4.9,2,436(+2),[東] 高橋裕
15,8,17,ビリオネア,牝5,51,酒井学,1:22.4,1/2,153.3,18,454(+8),[西] 野中賢二
16,5,9,ワキノヒビキ,牡3,52,幸英明,1:22.4,クビ,89.1,16,498(0),[西] 清水久詞
17,7,14,サマールナ,牝6,53,藤岡佑介,1:22.5,クビ,28.1,10,468(+4),[西] 木原一良
18,2,3,ラインスピリット,牡4,58,森一馬,1:22.5,クビ,35.5,13,420(-2),[西] 松永昌博
