0,1,2,3
単勝,12,860,5
複勝,12 10 2,260 200 150,5 4 1
枠連,7 - 8,1290,6
馬連,10 - 12,2130,9
ワイド,10 - 12 2 - 12 2 - 10,800 810 620,9 10 5
馬単,12 → 10,4490,18
三連複,2 - 10 - 12,3530,10
三連単,12 → 10 → 2,20360,51
