0,1,2,3
単勝,5,720,4
複勝,5 6 1,200 190 120,4 3 1
枠連,3 - 4,1210,5
馬連,5 - 6,2500,9
ワイド,5 - 6 1 - 5 1 - 6,820 390 340,9 3 2
馬単,5 → 6,4860,16
三連複,1 - 5 - 6,1700,3
三連単,5 → 6 → 1,15230,35
