着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,7,13,アウステルリッツ,牡4,57,北村友一,1:49.2,,2.3,1,474(+2),[西] 高野友和
2,6,10,リリックドラマ,牝4,55,城戸義政,1:49.4,1.1/4,3.8,2,460(0),[西] 岡田稲男
3,7,12,プロキシマ,牝4,55,丸山元気,1:49.5,3/4,11.0,4,458(-6),[西] 池江泰寿
4,2,2,ドリームソルジャー,牡4,57,秋山真一,1:49.6,3/4,7.5,3,476(+4),[西] 渡辺薫彦
5,6,11,ライトオブピース,牡4,57,小崎綾也,1:49.8,1,44.7,12,474(+2),[西] 佐々木晶
6,4,6,ヒロシゲグローリー,牡4,57,勝浦正樹,1:49.8,クビ,15.6,6,496(-12),[西] 北出成人
7,3,4,レッドリュンヌ,牝5,55,嶋田純次,1:49.9,1/2,36.1,10,432(+4),[東] 手塚貴久
8,5,8,エディクト,牡5,57,木幡巧也,1:49.9,クビ,163.7,13,490(-4),[東] 和田勇介
9,3,5,ファントムグレイ,牡5,57,横山和生,1:50.1,1.1/4,26.2,8,430(0),[東] 杉浦宏昭
10,1,1,ヴァンベールシチー,牡4,57,吉田隼人,1:50.2,1/2,16.4,7,426(-2),[東] 池上昌和
11,8,14,アグネススターダム,牡5,57,丸田恭介,1:50.3,3/4,37.7,11,460(-2),[西] 河内洋
12,4,7,パフォーム,牝4,55,津村明秀,1:50.5,1,15.4,5,464(+10),[東] 相沢郁
13,8,15,グリトニル,牡4,57,杉原誠人,1:50.6,1/2,213.5,15,440(-4),[東] 星野忍
14,2,3,アルパーシャン,牡6,57,太宰啓介,1:50.7,3/4,33.9,9,460(-2),[西] 昆貢
15,5,9,マイネルエパティカ,牡4,57,丹内祐次,1:51.1,2.1/2,207.7,14,460(+20),[東] 和田雄二
